EC-Lab ASCII FILE
Nb header lines : 63                          

Linear Sweep Voltammetry

Run on channel : 1 (SN 1340)
User : 
Electrode connection : standard
Potential control : Ewe
Ewe ctrl range : min = -5.00 V, max = 5.00 V
Ewe,I filtering : <None>
Safety Limits :
	Do not start on E overload
Channel : Floating
Acquisition started on : 02/18/2026 18:11:14.991
Technique started on : 02/18/2026 18:11:17.828
Loaded Setting File :  C:\Users\volt\Documents\Platalytix\Ni10Co10_2-17_01_ZIR_C01.mpr
Saved on :
	File : Co40_2_18_02_02_LSV_C01.mpr
	Directory : C:\Users\volt\Documents\Platalytix\
	Host : 127.0.0.1
Device : SP-200 (SN 0262)
Address : USB
EC-LAB for windows v11.60 (software)
Internet server v11.60 (firmware)
Command interpretor v11.60 (firmware)
Electrode material : Co40
Initial state : 
Electrolyte : KOH (1M)
Comments : 
Cable : standard
Reference electrode : Hg/HgO (0.140 V)
Electrode surface area : 1.000 cm²
Characteristic mass : 0.001 g
Equivalent Weight : 0.000 g/eq.
Density : 0.000 g/cm3
Volume (V) : 0.001 cm³
Cycle Definition : Charge/Discharge alternance
tR (h:m:s)          0:00:5.0000         
dER/dt (mV/h)       0.0                 
dER (mV)            0                   
dtR (s)             0.0000              
dE/dt               10.000              
dE/dt unit          mV/s                
Ei (V)              0.200               
vs.                 Ref                 
EL (V)              -2.500              
vs.                 Ref                 
record              <I>                 
dI                  0.000               
unit dI             µA                  
tI (s)              0.0000              
step percent        50                  
N                   10                  
E range min (V)     -5.000              
E range max (V)     5.000               
I Range             Auto                
I Range min         Unset               
I Range max         Unset               
I Range init        Unset               
Bandwidth           8                   

Rwe/Ohm	time/s	Ewe/V	<I>/mA	Pwe/W	control/V	error	
8.5415479E+003	8.080719816505734E+001	-5.2951491E-001	-6.199285125385245E-002	3.2826138E-005	-5.2954984E-001	0
8.5926006E+003	8.100719816000492E+001	-5.3152525E-001	-6.185848510648873E-002	3.2879347E-005	-5.3154987E-001	0
8.6440664E+003	8.120719815495249E+001	-5.3357142E-001	-6.172690310572482E-002	3.2935710E-005	-5.3354985E-001	0
8.6822578E+003	8.140719814990007E+001	-5.3554851E-001	-6.168308975111647E-002	3.3034288E-005	-5.3554988E-001	0
8.7314482E+003	8.160719814484764E+001	-5.3750384E-001	-6.155952688648692E-002	3.3088483E-005	-5.3754991E-001	0
8.7889385E+003	8.180719813979522E+001	-5.3957117E-001	-6.139207501576827E-002	3.3125394E-005	-5.3954989E-001	0
8.8406387E+003	8.200719813474279E+001	-5.4151863E-001	-6.125333860396148E-002	3.3169825E-005	-5.4154992E-001	0
8.8938379E+003	8.220719812969037E+001	-5.4356068E-001	-6.111655034211443E-002	3.3220553E-005	-5.4354984E-001	0
8.9407861E+003	8.240719812463794E+001	-5.4550821E-001	-6.101345271716853E-002	3.3283341E-005	-5.4554987E-001	0
8.9829932E+003	8.260719811958552E+001	-5.4753286E-001	-6.095215950589916E-002	3.3373311E-005	-5.4754990E-001	0
9.0422480E+003	8.280719811453309E+001	-5.4952300E-001	-6.077282923926314E-002	3.3396067E-005	-5.4954982E-001	0
9.0967080E+003	8.300719810948067E+001	-5.5158842E-001	-6.063604884191753E-002	3.3446144E-005	-5.5154991E-001	0
9.1514277E+003	8.320719810442824E+001	-5.5354458E-001	-6.048723844264381E-002	3.3482382E-005	-5.5354989E-001	0
9.2114365E+003	8.340719809937582E+001	-5.5550987E-001	-6.030654192579024E-002	3.3500877E-005	-5.5554992E-001	0
9.2615586E+003	8.360719809432339E+001	-5.5754650E-001	-6.020006975908782E-002	3.3564338E-005	-5.5754983E-001	0
9.3181631E+003	8.380719808927097E+001	-5.5956841E-001	-6.005136191300064E-002	3.3602846E-005	-5.5954987E-001	0
9.3579893E+003	8.400719808421854E+001	-5.6149733E-001	-6.000192264620807E-002	3.3690918E-005	-5.6154996E-001	0
9.4252393E+003	8.420719807916612E+001	-5.6354856E-001	-5.979143230660544E-002	3.3695374E-005	-5.6354982E-001	0
9.4832178E+003	8.440719807411369E+001	-5.6557119E-001	-5.963916213899978E-002	3.3730194E-005	-5.6554985E-001	0
9.5385859E+003	8.460719806906127E+001	-5.6749511E-001	-5.949467945370879E-002	3.3762939E-005	-5.6754988E-001	0
9.5915264E+003	8.480719806400884E+001	-5.6952822E-001	-5.937826817025282E-002	3.3817600E-005	-5.6954986E-001	0
9.6426279E+003	8.500719805895642E+001	-5.7148504E-001	-5.926652561795048E-002	3.3869932E-005	-5.7154989E-001	0
9.7143457E+003	8.520719805390399E+001	-5.7353270E-001	-5.903976646625764E-002	3.3861237E-005	-5.7354987E-001	0
9.7746592E+003	8.540719804885157E+001	-5.7551384E-001	-5.887815183241862E-002	3.3885190E-005	-5.7554996E-001	0
9.8187354E+003	8.560719804379914E+001	-5.7750970E-001	-5.881711711701565E-002	3.3967455E-005	-5.7754987E-001	0
9.8880498E+003	8.580719803874672E+001	-5.7950169E-001	-5.860626977095440E-002	3.3962431E-005	-5.7954985E-001	0
9.9410615E+003	8.600719803369429E+001	-5.8151555E-001	-5.849632408043304E-002	3.4016521E-005	-5.8154988E-001	0
1.0013104E+004	8.620719802864187E+001	-5.8352244E-001	-5.827587887765154E-002	3.4005283E-005	-5.8354980E-001	0
1.0079750E+004	8.640719802358944E+001	-5.8554524E-001	-5.809124520253350E-002	3.4015051E-005	-5.8554989E-001	0
1.0123396E+004	8.660719801853702E+001	-5.8749956E-001	-5.803384384575394E-002	3.4094857E-005	-5.8754992E-001	0
1.0193674E+004	8.680719801348459E+001	-5.8956021E-001	-5.783588931602268E-002	3.4097739E-005	-5.8954984E-001	0
1.0260187E+004	8.700719800843217E+001	-5.9148645E-001	-5.764870618812146E-002	3.4098430E-005	-5.9154987E-001	0
1.0302367E+004	8.720719800337974E+001	-5.9349972E-001	-5.760809418886821E-002	3.4190387E-005	-5.9354985E-001	0
1.0361587E+004	8.740719799832732E+001	-5.9553009E-001	-5.747479798648159E-002	3.4227971E-005	-5.9554994E-001	0
1.0418722E+004	8.760719799327489E+001	-5.9748632E-001	-5.734737309133042E-002	3.4264271E-005	-5.9754986E-001	0
1.0481430E+004	8.780719798822247E+001	-5.9950763E-001	-5.719712156276568E-002	3.4290111E-005	-5.9954983E-001	0
1.0532807E+004	8.800719798317004E+001	-6.0152805E-001	-5.710994966313354E-002	3.4353237E-005	-6.0154992E-001	0
1.0562782E+004	8.820719797811762E+001	-6.0355020E-001	-5.713931919295184E-002	3.4486446E-005	-6.0354984E-001	0
1.0659667E+004	8.840719797306519E+001	-6.0556406E-001	-5.680890809248329E-002	3.4401433E-005	-6.0554987E-001	0
1.0711412E+004	8.860719796801277E+001	-6.0756963E-001	-5.672171198902309E-002	3.4462391E-005	-6.0754985E-001	0
1.0765107E+004	8.880719796296034E+001	-6.0948956E-001	-5.661713839413540E-002	3.4507553E-005	-6.0954988E-001	0
1.0822346E+004	8.900719795790792E+001	-6.1148787E-001	-5.650234149289568E-002	3.4550496E-005	-6.1154985E-001	0
1.0870050E+004	8.920719795285549E+001	-6.1356056E-001	-5.644505484929277E-002	3.4632460E-005	-6.1354989E-001	0
1.0938144E+004	8.940719794780307E+001	-6.1555320E-001	-5.627583959583404E-002	3.4640772E-005	-6.1554992E-001	0
1.0981169E+004	8.960719794275064E+001	-6.1757153E-001	-5.623914451019474E-002	3.4731696E-005	-6.1754984E-001	0
1.1049649E+004	8.980719793769822E+001	-6.1956722E-001	-5.607120841245261E-002	3.4739882E-005	-6.1954987E-001	0
1.1110241E+004	9.000719793264579E+001	-6.2153584E-001	-5.594260550458857E-002	3.4770335E-005	-6.2154990E-001	0
1.1159955E+004	9.020719792759337E+001	-6.2356037E-001	-5.587481203237732E-002	3.4841320E-005	-6.2354988E-001	0
1.1224005E+004	9.040719792254095E+001	-6.2555593E-001	-5.573375301452466E-002	3.4864581E-005	-6.2554985E-001	0
1.1284848E+004	9.060719791748852E+001	-6.2749326E-001	-5.560493818061871E-002	3.4891724E-005	-6.2754989E-001	0
1.1326270E+004	9.080719791243610E+001	-6.2951219E-001	-5.557983360187783E-002	3.4988181E-005	-6.2954992E-001	0
1.1400396E+004	9.100719790738367E+001	-6.3158780E-001	-5.540051127365819E-002	3.4990288E-005	-6.3154989E-001	0
1.1434350E+004	9.120719790233125E+001	-6.3350075E-001	-5.540330531212856E-002	3.5098037E-005	-6.3354981E-001	0
1.1486952E+004	9.140719789727882E+001	-6.3549888E-001	-5.532354171030945E-002	3.5158049E-005	-6.3554990E-001	0
1.1549731E+004	9.160719789222640E+001	-6.3755900E-001	-5.520119536678629E-002	3.5194018E-005	-6.3754988E-001	0
1.1605876E+004	9.180719788717397E+001	-6.3950580E-001	-5.510189982876623E-002	3.5237983E-005	-6.3954985E-001	0
1.1654029E+004	9.200719788212155E+001	-6.4153552E-001	-5.504838735775380E-002	3.5315497E-005	-6.4154989E-001	0
1.1707103E+004	9.220719787706912E+001	-6.4351165E-001	-5.496762580472681E-002	3.5372308E-005	-6.4354992E-001	0
1.1754594E+004	9.240719787201670E+001	-6.4552617E-001	-5.491692820128891E-002	3.5450314E-005	-6.4554989E-001	0
1.1803348E+004	9.260719786696427E+001	-6.4751625E-001	-5.485869355525086E-002	3.5521894E-005	-6.4754987E-001	0
1.1864176E+004	9.280719786191185E+001	-6.4951849E-001	-5.474619788187396E-002	3.5558667E-005	-6.4954990E-001	0
1.1901773E+004	9.300719785685942E+001	-6.5156311E-001	-5.474504512151840E-002	3.5669851E-005	-6.5154988E-001	0
1.1957061E+004	9.320719785180700E+001	-6.5348661E-001	-5.465278132974927E-002	3.5714860E-005	-6.5354985E-001	0
1.1999979E+004	9.340719784675457E+001	-6.5557665E-001	-5.463147893666268E-002	3.5815123E-005	-6.5554988E-001	0
1.2043738E+004	9.360719784170215E+001	-6.5751517E-001	-5.459394563483633E-002	3.5896348E-005	-6.5754992E-001	0
1.2097196E+004	9.380719783664972E+001	-6.5956199E-001	-5.452189026104803E-002	3.5960566E-005	-6.5954983E-001	0
1.2155941E+004	9.400719783159730E+001	-6.6152531E-001	-5.441991415333081E-002	3.6000150E-005	-6.6154987E-001	0
1.2170811E+004	9.420719782654487E+001	-6.6353977E-001	-5.451894683083336E-002	3.6175490E-005	-6.6354990E-001	0
1.2214100E+004	9.440719782149245E+001	-6.6560590E-001	-5.449488248608492E-002	3.6272115E-005	-6.6554993E-001	0
1.2254940E+004	9.460719781644002E+001	-6.6755038E-001	-5.447193905404957E-002	3.6362762E-005	-6.6754985E-001	0
1.2296947E+004	9.480719781138760E+001	-6.6954982E-001	-5.444845770772910E-002	3.6455956E-005	-6.6954988E-001	0
1.2318430E+004	9.500719780633517E+001	-6.7155415E-001	-5.451621440800997E-002	3.6610589E-005	-6.7154992E-001	0
1.2394838E+004	9.520719780128275E+001	-6.7347533E-001	-5.433514549675733E-002	3.6593381E-005	-6.7354983E-001	0
1.2410763E+004	9.540719779623032E+001	-6.7552531E-001	-5.443060560924873E-002	3.6769252E-005	-6.7554986E-001	0
1.2440991E+004	9.560719779117790E+001	-6.7755687E-001	-5.446164678283826E-002	3.6900863E-005	-6.7754996E-001	0
1.2479580E+004	9.580719778612547E+001	-6.7953181E-001	-5.445149576432926E-002	3.7001522E-005	-6.7954987E-001	0
1.2489500E+004	9.600719778107305E+001	-6.8151766E-001	-5.456725106671745E-002	3.7188544E-005	-6.8154985E-001	0
1.2546210E+004	9.620719777602062E+001	-6.8350202E-001	-5.447876578579125E-002	3.7236347E-005	-6.8354988E-001	0
1.2551520E+004	9.640719777096820E+001	-6.8549985E-001	-5.461489036679253E-002	3.7438498E-005	-6.8554991E-001	0
1.2553769E+004	9.660719776591577E+001	-6.8755823E-001	-5.476907099535910E-002	3.7656926E-005	-6.8754983E-001	0
1.2572096E+004	9.680719776086335E+001	-6.8956059E-001	-5.484850086111259E-002	3.7821366E-005	-6.8954986E-001	0
1.2607979E+004	9.700719775581092E+001	-6.9154412E-001	-5.484972336348526E-002	3.7931004E-005	-6.9154990E-001	0
1.2613723E+004	9.720719775075850E+001	-6.9351560E-001	-5.498103865067522E-002	3.8130209E-005	-6.9354981E-001	0
1.2635806E+004	9.740719774570607E+001	-6.9554007E-001	-5.504516905380617E-002	3.8286122E-005	-6.9554991E-001	0
1.2646634E+004	9.760719774065365E+001	-6.9748503E-001	-5.515183364685239E-002	3.8467577E-005	-6.9754994E-001	0
1.2684853E+004	9.780719773560122E+001	-6.9955355E-001	-5.514873422591460E-002	3.8579492E-005	-6.9954991E-001	0
1.2686850E+004	9.800719773054880E+001	-7.0154518E-001	-5.529703569911053E-002	3.8793369E-005	-7.0154989E-001	0
1.2691702E+004	9.820719772549637E+001	-7.0354193E-001	-5.543321938477797E-002	3.8999595E-005	-7.0354986E-001	0
1.2673293E+004	9.840719772044395E+001	-7.0554322E-001	-5.567165664946239E-002	3.9278759E-005	-7.0554996E-001	0
1.2679118E+004	9.860719771539152E+001	-7.0759976E-001	-5.580828024672085E-002	3.9489925E-005	-7.0754981E-001	0
1.2668314E+004	9.880719771033910E+001	-7.0953113E-001	-5.600832888535545E-002	3.9739654E-005	-7.0954990E-001	0
1.2648288E+004	9.900719770528667E+001	-7.1151191E-001	-5.625361222309186E-002	4.0025116E-005	-7.1154994E-001	0
1.2625904E+004	9.920719770023425E+001	-7.1352744E-001	-5.651297791525201E-002	4.0323561E-005	-7.1354985E-001	0
1.2627067E+004	9.940719769518182E+001	-7.1556526E-001	-5.666915853845733E-002	4.0550480E-005	-7.1554983E-001	0
1.2621271E+004	9.960719769012940E+001	-7.1756923E-001	-5.685395682695182E-002	4.0796651E-005	-7.1754992E-001	0
1.2588072E+004	9.980719768507697E+001	-7.1954685E-001	-5.716100264532814E-002	4.1130021E-005	-7.1955001E-001	0
1.2585316E+004	1.000071976800245E+002	-7.2154093E-001	-5.733196675469110E-002	4.1367359E-005	-7.2154987E-001	0
1.2557116E+004	1.002071976749721E+002	-7.2355652E-001	-5.762123351160608E-002	4.1692219E-005	-7.2354984E-001	0
1.2522295E+004	1.004071976699197E+002	-7.2554660E-001	-5.794038350826924E-002	4.2038449E-005	-7.2554994E-001	0
1.2514358E+004	1.006071976648673E+002	-7.2752863E-001	-5.813551234512182E-002	4.2295251E-005	-7.2754985E-001	0
1.2481211E+004	1.008071976598148E+002	-7.2948420E-001	-5.844658838644146E-002	4.2635864E-005	-7.2954988E-001	0
1.2431533E+004	1.010071976547624E+002	-7.3149759E-001	-5.884210317598376E-002	4.3042855E-005	-7.3154992E-001	0
1.2428227E+004	1.012071976497100E+002	-7.3355073E-001	-5.902295850603806E-002	4.3296335E-005	-7.3354989E-001	0
1.2367231E+004	1.014071976446576E+002	-7.3552388E-001	-5.947361032788945E-002	4.3744261E-005	-7.3554987E-001	0
1.2349113E+004	1.016071976396051E+002	-7.3752987E-001	-5.972330752061150E-002	4.4047723E-005	-7.3754984E-001	0
1.2315432E+004	1.018071976345527E+002	-7.3949075E-001	-6.004586749469376E-002	4.4403365E-005	-7.3954999E-001	0
1.1878969E+004	1.020071976295003E+002	-7.4154872E-001	-6.242534623147655E-002	4.6291436E-005	-7.4154991E-001	0
1.1806959E+004	1.022071976244479E+002	-7.4354899E-001	-6.297548809152109E-002	4.6825360E-005	-7.4354988E-001	0
1.1799198E+004	1.024071976193954E+002	-7.4554276E-001	-6.318588307456774E-002	4.7107776E-005	-7.4554992E-001	0
1.1706121E+004	1.026071976143430E+002	-7.4756211E-001	-6.386078733902278E-002	4.7739904E-005	-7.4754983E-001	0
1.1649420E+004	1.028071976092906E+002	-7.4955565E-001	-6.434274578515586E-002	4.8228467E-005	-7.4954993E-001	0
1.1580371E+004	1.030071976042382E+002	-7.5152415E-001	-6.489638037886669E-002	4.8771199E-005	-7.5154990E-001	0
1.1501744E+004	1.032071975991857E+002	-7.5348598E-001	-6.551058534553905E-002	4.9361308E-005	-7.5354999E-001	0
1.1424529E+004	1.034071975941333E+002	-7.5554061E-001	-6.613319564944398E-002	4.9966315E-005	-7.5554997E-001	0
1.1206360E+004	1.036071975890809E+002	-7.5752181E-001	-6.759748776926877E-002	5.1206571E-005	-7.5754982E-001	0
1.1113166E+004	1.038071975840285E+002	-7.5955540E-001	-6.834734470611004E-002	5.1913594E-005	-7.5954992E-001	0
1.1031044E+004	1.040071975789760E+002	-7.6153809E-001	-6.903590462244424E-002	5.2573472E-005	-7.6154989E-001	0
1.0673639E+004	1.042071975739236E+002	-7.6352984E-001	-7.153416639394550E-002	5.4618471E-005	-7.6354986E-001	0
1.0214929E+004	1.044071975688712E+002	-7.6553738E-001	-7.494299931931081E-002	5.7371668E-005	-7.6554990E-001	0
1.0131037E+004	1.046071975638188E+002	-7.6753944E-001	-7.576119079034915E-002	5.8149701E-005	-7.6754993E-001	0
1.0083860E+004	1.048071975587663E+002	-7.6955563E-001	-7.631558072943323E-002	5.8729085E-005	-7.6954991E-001	0
1.0026228E+004	1.050071975537139E+002	-7.7154893E-001	-7.695306727267737E-002	5.9373055E-005	-7.7154988E-001	0
9.9625947E+003	1.052071975486615E+002	-7.7354151E-001	-7.764458068004498E-002	6.0061306E-005	-7.7354997E-001	0
9.9000752E+003	1.054071975436091E+002	-7.7551335E-001	-7.833409062882346E-002	6.0749135E-005	-7.7554989E-001	0
9.8437930E+003	1.056071975385566E+002	-7.7751458E-001	-7.898526508551151E-002	6.1412196E-005	-7.7754986E-001	0
9.7669277E+003	1.058071975335042E+002	-7.7956110E-001	-7.981640668881518E-002	6.2221763E-005	-7.7954996E-001	0
9.6929639E+003	1.060071975284518E+002	-7.8148162E-001	-8.062359580375233E-002	6.3005857E-005	-7.8154993E-001	0
9.6959912E+003	1.062071975233994E+002	-7.8354859E-001	-8.081160548835775E-002	6.3319821E-005	-7.8354990E-001	0
9.6041025E+003	1.064071975183469E+002	-7.8552949E-001	-8.179103415733924E-002	6.4249267E-005	-7.8554988E-001	0
9.5422178E+003	1.066071975132945E+002	-7.8752303E-001	-8.253040109695597E-002	6.4994594E-005	-7.8754997E-001	0
9.4792949E+003	1.068071975082421E+002	-7.8953856E-001	-8.329085053933039E-002	6.5761342E-005	-7.8955001E-001	0
9.4167715E+003	1.070071975031897E+002	-7.9150146E-001	-8.405231874617791E-002	6.6527537E-005	-7.9154992E-001	0
9.3604883E+003	1.072071974981372E+002	-7.9353619E-001	-8.477508505360754E-002	6.7272100E-005	-7.9354995E-001	0
9.2815137E+003	1.074071974930848E+002	-7.9551750E-001	-8.570988704566607E-002	6.8183712E-005	-7.9554999E-001	0
9.1901992E+003	1.076071974880324E+002	-7.9754549E-001	-8.678217802213606E-002	6.9212736E-005	-7.9754984E-001	0
9.0746436E+003	1.078171974827274E+002	-7.9959077E-001	-8.811264077429559E-002	7.0454051E-005	-7.9965001E-001	0
8.9274395E+003	1.080271974774223E+002	-8.0168658E-001	-8.980028257312472E-002	7.1991679E-005	-8.0174994E-001	0
8.8752998E+003	1.082271974723699E+002	-8.0370700E-001	-9.055547676125220E-002	7.2780073E-005	-8.0374992E-001	0
8.8213213E+003	1.084271974673175E+002	-8.0569524E-001	-9.133498628714598E-002	7.3588162E-005	-8.0574989E-001	0
8.7693916E+003	1.086271974622650E+002	-8.0768871E-001	-9.210316508917638E-002	7.4390686E-005	-8.0774999E-001	0
8.7189404E+003	1.088271974572126E+002	-8.0969352E-001	-9.286604148056993E-002	7.5193035E-005	-8.0974996E-001	0
8.6717783E+003	1.090271974521602E+002	-8.1168842E-001	-9.360115517874834E-002	7.5974975E-005	-8.1174988E-001	0
8.5970303E+003	1.092271974471078E+002	-8.1368089E-001	-9.464674455677553E-002	7.7012250E-005	-8.1374997E-001	0
8.5599365E+003	1.094271974420553E+002	-8.1567359E-001	-9.528967615189543E-002	7.7725272E-005	-8.1575000E-001	0
8.4820615E+003	1.096271974370029E+002	-8.1771588E-001	-9.640532391264056E-002	7.8832163E-005	-8.1774986E-001	0
8.4567354E+003	1.098271974319505E+002	-8.1971467E-001	-9.693038701069234E-002	7.9455262E-005	-8.1974995E-001	0
8.3940439E+003	1.100271974268981E+002	-8.2171261E-001	-9.789233929857799E-002	8.0439371E-005	-8.2175004E-001	0
8.3236992E+003	1.102271974218456E+002	-8.2373029E-001	-9.896204902425154E-002	8.1518039E-005	-8.2374990E-001	0
8.2251328E+003	1.104271974167932E+002	-8.2571679E-001	-1.003894794155800E-001	8.2893283E-005	-8.2574987E-001	0
8.1675098E+003	1.106271974117408E+002	-8.2772416E-001	-1.013435158443525E-001	8.3884479E-005	-8.2774997E-001	0
8.1230322E+003	1.108271974066884E+002	-8.2969880E-001	-1.021415111460975E-001	8.4746687E-005	-8.2974994E-001	0
8.0739282E+003	1.110271974016359E+002	-8.3171749E-001	-1.030127422698263E-001	8.5677500E-005	-8.3174992E-001	0
8.0347622E+003	1.112271973965835E+002	-8.3369601E-001	-1.037611296472228E-001	8.6505243E-005	-8.3374995E-001	0
7.9957407E+003	1.114271973915311E+002	-8.3571589E-001	-1.045201312288082E-001	8.7349137E-005	-8.3574998E-001	0
7.9571719E+003	1.116271973864787E+002	-8.3772814E-001	-1.052796364267721E-001	8.8195717E-005	-8.3774990E-001	0
7.8940845E+003	1.118271973814262E+002	-8.3973348E-001	-1.063750286538008E-001	8.9326670E-005	-8.3974987E-001	0
7.8095835E+003	1.120271973763738E+002	-8.4173357E-001	-1.077821334483957E-001	9.0723843E-005	-8.4174997E-001	0
7.7583584E+003	1.122271973713214E+002	-8.4373575E-001	-1.087518398335328E-001	9.1757815E-005	-8.4374994E-001	0
7.7396104E+003	1.124271973662690E+002	-8.4574562E-001	-1.092749621619867E-001	9.2418821E-005	-8.4574991E-001	0
7.7204692E+003	1.126271973612165E+002	-8.4774375E-001	-1.098046918196895E-001	9.3086244E-005	-8.4775001E-001	0
7.6648467E+003	1.128271973561641E+002	-8.4976470E-001	-1.108651953018658E-001	9.4209332E-005	-8.4974998E-001	0
7.6186670E+003	1.130271973511117E+002	-8.5173529E-001	-1.117958401756405E-001	9.5220465E-005	-8.5174984E-001	0
7.5595479E+003	1.132271973460593E+002	-8.5371351E-001	-1.129318211204420E-001	9.6411422E-005	-8.5374993E-001	0
7.5010747E+003	1.134271973410068E+002	-8.5572243E-001	-1.140799762072918E-001	9.7620796E-005	-8.5575002E-001	0
7.4729263E+003	1.136271973359544E+002	-8.5772043E-001	-1.147770468354679E-001	9.8446617E-005	-8.5774988E-001	0
7.4328057E+003	1.138271973309020E+002	-8.5975939E-001	-1.156709069299540E-001	9.9449149E-005	-8.5974997E-001	0
7.1220811E+003	1.140271973258496E+002	-8.6175466E-001	-1.209975879759757E-001	1.0427024E-004	-8.6174995E-001	0
6.9851885E+003	1.142271973207971E+002	-8.6371905E-001	-1.236500738868635E-001	1.0679892E-004	-8.6374992E-001	0
6.8569189E+003	1.144271973157447E+002	-8.6572200E-001	-1.262552470936020E-001	1.0930195E-004	-8.6574990E-001	0
6.7162246E+003	1.146271973106923E+002	-8.6773914E-001	-1.292004392127546E-001	1.1211228E-004	-8.6774993E-001	0
6.6053994E+003	1.148271973056399E+002	-8.6973274E-001	-1.316699694067056E-001	1.1451768E-004	-8.6974996E-001	0
6.4907300E+003	1.150271973005874E+002	-8.7174690E-001	-1.343064501822471E-001	1.1708123E-004	-8.7174994E-001	0
6.3907188E+003	1.152271972955350E+002	-8.7371218E-001	-1.367157958733023E-001	1.1945025E-004	-8.7374985E-001	0
6.2638276E+003	1.154271972904826E+002	-8.7573773E-001	-1.398087254442411E-001	1.2243577E-004	-8.7575001E-001	0
6.1313247E+003	1.156271972854302E+002	-8.7773162E-001	-1.431552946858969E-001	1.2565193E-004	-8.7774998E-001	0
6.0032925E+003	1.158271972803777E+002	-8.7969863E-001	-1.465360235323595E-001	1.2890754E-004	-8.7974989E-001	0
5.8631553E+003	1.160271972753253E+002	-8.8174766E-001	-1.503879133022715E-001	1.3260420E-004	-8.8174999E-001	0
5.7173057E+003	1.162271972702729E+002	-8.8372827E-001	-1.545707562477951E-001	1.3659855E-004	-8.8374996E-001	0
5.5678970E+003	1.164271972652205E+002	-8.8570690E-001	-1.590738636283140E-001	1.4089282E-004	-8.8574994E-001	0
5.4234995E+003	1.166271972601680E+002	-8.8768941E-001	-1.636746548086634E-001	1.4529226E-004	-8.8774991E-001	0
5.2171870E+003	1.168271972551156E+002	-8.8970840E-001	-1.705341176826783E-001	1.5172563E-004	-8.8975000E-001	0
5.0949077E+003	1.170271972500632E+002	-8.9171040E-001	-1.750199299373261E-001	1.5606709E-004	-8.9174986E-001	0
4.9474063E+003	1.172271972450108E+002	-8.9369994E-001	-1.806400933370527E-001	1.6143805E-004	-8.9374995E-001	0
4.8068687E+003	1.174271972399583E+002	-8.9569390E-001	-1.863362504910604E-001	1.6690024E-004	-8.9574993E-001	0
4.6637510E+003	1.176271972349059E+002	-8.9773417E-001	-1.924918789053311E-001	1.7280654E-004	-8.9774990E-001	0
4.5186880E+003	1.178271972298535E+002	-8.9972299E-001	-1.991115581865115E-001	1.7914525E-004	-8.9974999E-001	0
4.3681060E+003	1.180271972248011E+002	-9.0171576E-001	-2.064317384515117E-001	1.8614274E-004	-9.0174997E-001	0
4.2104985E+003	1.182271972197486E+002	-9.0369546E-001	-2.146290802542536E-001	1.9395932E-004	-9.0375006E-001	0
4.0680652E+003	1.184271972146962E+002	-9.0570301E-001	-2.226372887200920E-001	2.0164326E-004	-9.0574992E-001	0
3.9140283E+003	1.186271972096438E+002	-9.0769708E-001	-2.319086579977618E-001	2.1050281E-004	-9.0774995E-001	0
3.7557908E+003	1.188271972045914E+002	-9.0969700E-001	-2.422118388927315E-001	2.2033938E-004	-9.0974998E-001	0
3.5984822E+003	1.190271971995389E+002	-9.1173249E-001	-2.533658512882777E-001	2.3100188E-004	-9.1174996E-001	0
3.4337666E+003	1.192271971944865E+002	-9.1373652E-001	-2.661032616319199E-001	2.4314827E-004	-9.1374993E-001	0
3.2798232E+003	1.194271971894341E+002	-9.1571301E-001	-2.791958473572111E-001	2.5566327E-004	-9.1574997E-001	0
3.1230403E+003	1.196271971843817E+002	-9.1769415E-001	-2.938464081586414E-001	2.6966113E-004	-9.1775000E-001	0
2.9649265E+003	1.198271971793292E+002	-9.1966474E-001	-3.101812956026850E-001	2.8526279E-004	-9.1974998E-001	0
2.8132034E+003	1.200271971742768E+002	-9.2174882E-001	-3.276509602011388E-001	3.0201187E-004	-9.2174989E-001	0
2.6616025E+003	1.202271971692244E+002	-9.2371875E-001	-3.470535890099978E-001	3.2057991E-004	-9.2374998E-001	0
2.5149797E+003	1.204271971641720E+002	-9.2574257E-001	-3.680914591917608E-001	3.4075792E-004	-9.2574996E-001	0
2.3471580E+003	1.206271971591195E+002	-9.2772400E-001	-3.952542030381343E-001	3.6668681E-004	-9.2774987E-001	0
2.2073733E+003	1.208271971540671E+002	-9.2970514E-001	-4.211816373376216E-001	3.9157472E-004	-9.2975003E-001	0
2.0820195E+003	1.210271971490147E+002	-9.3170017E-001	-4.474982815560242E-001	4.1693423E-004	-9.3174988E-001	0
1.9605850E+003	1.212271971439623E+002	-9.3370998E-001	-4.762405029491710E-001	4.4467050E-004	-9.3374997E-001	0
1.8457272E+003	1.214271971389098E+002	-9.3572122E-001	-5.069661724662025E-001	4.7437899E-004	-9.3574995E-001	0
1.7380708E+003	1.216271971338574E+002	-9.3770158E-001	-5.395071328683105E-001	5.0589669E-004	-9.3775004E-001	0
1.6375514E+003	1.218271971288050E+002	-9.3971217E-001	-5.738520212218070E-001	5.3925574E-004	-9.3975002E-001	0
1.5350344E+003	1.220271971237526E+002	-9.4170082E-001	-6.134721239281173E-001	5.7770719E-004	-9.4174993E-001	0
1.4411139E+003	1.222271971187001E+002	-9.4373995E-001	-6.548684182241056E-001	6.1802549E-004	-9.4374996E-001	0
